=== Agent Install Log ===
=== Agent Compile Log ===
=== Agent Error Log ===
[2021-09-23 20:14:27,664] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 800 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,606] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 451 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,606] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 800 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,606] CRITICAL: Unknown resource Cell (0, 9) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,607] CRITICAL: Unknown resource Cell (0, 14) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,607] CRITICAL: Unknown resource Cell (0, 16) |Resource | wood | 800 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,607] CRITICAL: Unknown resource Cell (0, 17) |Resource | wood | 451 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,607] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 451 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,607] CRITICAL: Unknown resource Cell (1, 8) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,607] CRITICAL: Unknown resource Cell (1, 9) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,607] CRITICAL: Unknown resource Cell (1, 14) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,607] CRITICAL: Unknown resource Cell (1, 15) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,607] CRITICAL: Unknown resource Cell (1, 16) |Resource | wood | 451 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,607] CRITICAL: Unknown resource Cell (3, 0) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,607] CRITICAL: Unknown resource Cell (3, 2) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,607] CRITICAL: Unknown resource Cell (3, 21) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,607] CRITICAL: Unknown resource Cell (3, 23) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,607] CRITICAL: Unknown resource Cell (4, 0) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,607] CRITICAL: Unknown resource Cell (4, 1) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,607] CRITICAL: Unknown resource Cell (4, 22) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,607] CRITICAL: Unknown resource Cell (4, 23) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,607] CRITICAL: Unknown resource Cell (5, 0) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,607] CRITICAL: Unknown resource Cell (5, 1) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,607] CRITICAL: Unknown resource Cell (5, 22) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,607] CRITICAL: Unknown resource Cell (5, 23) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,607] CRITICAL: Unknown resource Cell (12, 11) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,607] CRITICAL: Unknown resource Cell (12, 12) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,607] CRITICAL: Unknown resource Cell (13, 11) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,607] CRITICAL: Unknown resource Cell (13, 12) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,607] CRITICAL: Unknown resource Cell (15, 0) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,607] CRITICAL: Unknown resource Cell (15, 23) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,607] CRITICAL: Unknown resource Cell (22, 8) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,608] CRITICAL: Unknown resource Cell (22, 9) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,608] CRITICAL: Unknown resource Cell (22, 14) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,608] CRITICAL: Unknown resource Cell (22, 15) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,608] CRITICAL: Unknown resource Cell (23, 8) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,608] CRITICAL: Unknown resource Cell (23, 9) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,608] CRITICAL: Unknown resource Cell (23, 10) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,608] CRITICAL: Unknown resource Cell (23, 13) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,608] CRITICAL: Unknown resource Cell (23, 14) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,608] CRITICAL: Unknown resource Cell (23, 15) |Resource | wood | 500 |Road: 0 |, wood, wood, True

end of logs as logs were trimmed
Agent timed out
