=== Agent Install Log ===
=== Agent Compile Log ===
=== Agent Error Log ===
[2021-09-23 20:07:50,984] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x0000015BBE18E790> |Road: 0 |
[2021-09-23 20:07:55,046] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x0000015BBE3C92E0> |Road: 0 |
[2021-09-23 20:07:55,046] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x0000015BBE3C93D0> |Road: 0 |
[2021-09-23 20:07:55,046] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x0000015BBE3C93A0> |Road: 0 |
[2021-09-23 20:07:55,046] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x0000015BBE3C9610> |Road: 0 |
[2021-09-23 20:07:55,046] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x0000015BBE3C95E0> |Road: 0 |
[2021-09-23 20:07:55,046] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x0000015BBE3C96D0> |Road: 0 |
[2021-09-23 20:07:55,046] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x0000015BBE3C9820> |Road: 0 |
[2021-09-23 20:07:55,046] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x0000015BBE3C9910> |Road: 0 |
[2021-09-23 20:07:55,143] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x0000015BBE3DBA00> |Road: 0 |
[2021-09-23 20:07:55,143] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x0000015BBE3BFEE0> |Road: 0 |
[2021-09-23 20:07:55,143] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x0000015BBE3BF430> |Road: 0 |
[2021-09-23 20:07:55,143] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x0000015BBE3BF9A0> |Road: 0 |
[2021-09-23 20:07:55,143] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x0000015BBE3BF220> |Road: 0 |
[2021-09-23 20:07:55,143] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x0000015BBE3BF490> |Road: 0 |
[2021-09-23 20:07:55,143] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x0000015BBE3BF070> |Road: 0 |
[2021-09-23 20:07:55,143] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x0000015BBE3BF100> |Road: 0 |
[2021-09-23 20:07:55,143] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x0000015BBE3BF2B0> |Road: 0 |
[2021-09-23 20:07:55,143] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x0000015BBE3BFE20> |Road: 0 |
[2021-09-23 20:07:55,143] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x0000015BBE3BFB80> |Road: 0 |
[2021-09-23 20:07:55,143] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x0000015BBE3BF7F0> |Road: 0 |
[2021-09-23 20:07:55,143] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x0000015BBE3D50A0> |Road: 0 |
[2021-09-23 20:07:55,143] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x0000015BBE3D5100> |Road: 0 |
[2021-09-23 20:07:55,220] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x0000015BBE3C9FD0> |Road: 0 |
[2021-09-23 20:07:55,220] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x0000015BBE17FE20> |Road: 0 |
[2021-09-23 20:07:55,220] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x0000015BBE17FEB0> |Road: 0 |
[2021-09-23 20:07:55,220] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x0000015BBE17FD00> |Road: 0 |
[2021-09-23 20:07:55,220] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x0000015BBE17FA60> |Road: 0 |
[2021-09-23 20:07:55,220] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x0000015BBE17FC40> |Road: 0 |
[2021-09-23 20:07:55,220] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x0000015BBE17FE50> |Road: 0 |
[2021-09-23 20:07:55,221] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x0000015BBE17FE80> |Road: 0 |
[2021-09-23 20:07:55,221] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x0000015BBE17FCA0> |Road: 0 |
[2021-09-23 20:07:55,221] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x0000015BBE17F910> |Road: 0 |
[2021-09-23 20:07:55,221] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x0000015BBE17FCD0> |Road: 0 |
[2021-09-23 20:07:55,221] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x0000015BBE17FDC0> |Road: 0 |
[2021-09-23 20:07:55,221] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x0000015BBE3D81C0> |Road: 0 |
[2021-09-23 20:07:55,221] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x0000015BBE3D82E0> |Road: 0 |

end of logs as logs were trimmed
