=== Agent Install Log ===
=== Agent Compile Log ===
=== Agent Error Log ===
[2021-09-23 20:07:51,187] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x000001D74906E790> |Road: 0 |
[2021-09-23 20:07:55,220] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x000001D74905FEB0> |Road: 0 |
[2021-09-23 20:07:55,220] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x000001D74905FD00> |Road: 0 |
[2021-09-23 20:07:55,220] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x000001D74905FA60> |Road: 0 |
[2021-09-23 20:07:55,221] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x000001D74905FC40> |Road: 0 |
[2021-09-23 20:07:55,221] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x000001D74905FE50> |Road: 0 |
[2021-09-23 20:07:55,221] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x000001D74905FE80> |Road: 0 |
[2021-09-23 20:07:55,221] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x000001D74905FCA0> |Road: 0 |
[2021-09-23 20:07:55,221] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x000001D74905F910> |Road: 0 |
[2021-09-23 20:07:55,221] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x000001D74905FCD0> |Road: 0 |
[2021-09-23 20:07:55,221] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x000001D74905FDC0> |Road: 0 |
[2021-09-23 20:07:55,221] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x000001D7492B8190> |Road: 0 |
[2021-09-23 20:07:55,221] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x000001D7492B82E0> |Road: 0 |

end of logs as logs were trimmed
